"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","6","0.0-0.0","3","0","cug30k3oy2t694b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","70631","0.0-1.0","3","0","cug30k3oy2t694b","[{""page_index"":0,""viewing_time"":10824},{""page_index"":1,""viewing_time"":59798}]","70623.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","74154","0.0-2.0","3","0","cug30k3oy2t694b","","3400.8000000715256","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","77513","0.0-3.0-0.0-0.0","3","0","cug30k3oy2t694b","","3356.2999999523163","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","86727","0.0-3.0-0.0-1.0","3","0","cug30k3oy2t694b","","8960.299999952316","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","116988","0.0-3.0-0.0-2.0","3","0","cug30k3oy2t694b","","null","","audCalib/volumetest.mp3","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","128701","0.0-3.0-1.0-0.0","3","0","cug30k3oy2t694b","","11712","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","129457","0.0-3.0-1.0-1.0-0.0","3","0","cug30k3oy2t694b","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","135208","0.0-3.0-1.0-1.0-1.0","3","0","cug30k3oy2t694b","","5747","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","135967","0.0-3.0-1.0-1.0-0.1","3","0","cug30k3oy2t694b","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
